district,tehsil,block,panchayat,old_age,widow,disability,total
Almora,Ranikhet,TARIKHET,JOGYADI,25,12,1,38
Almora,Ranikhet,TARIKHET,JYUDA,33,18,9,60
Almora,Ranikhet,TARIKHET,KALNU,15,6,6,27
Almora,Ranikhet,TARIKHET,KAPEENA,49,23,3,75
Almora,Ranikhet,TARIKHET,KARAKOT,17,13,1,31
Almora,Ranikhet,TARIKHET,KARCHULI,30,12,7,49
Almora,Ranikhet,TARIKHET,KHAGYAD,46,15,5,66
Almora,Ranikhet,TARIKHET,KHAN,14,6,2,22
Almora,Ranikhet,TARIKHET,KHANIA,12,12,1,25
Almora,Ranikhet,TARIKHET,KHARKHET,18,6,3,27
Almora,Ranikhet,TARIKHET,KHUDOLI,31,16,2,49
Almora,Ranikhet,TARIKHET,KHUNSALKOT,77,26,8,111
Almora,Ranikhet,TARIKHET,LACHHINA,53,24,5,82
Almora,Ranikhet,TARIKHET,MAJGAON,61,19,4,84
Almora,Ranikhet,TARIKHET,MAKRON,34,20,3,57
Almora,Ranikhet,TARIKHET,MALAUNA,36,18,6,60
Almora,Ranikhet,TARIKHET,MALLA DABHAR,22,5,4,31
Almora,Ranikhet,TARIKHET,MALLA VISHWA,39,21,9,69
Almora,Ranikhet,TARIKHET,MANARI,61,7,10,78
Almora,Ranikhet,TARIKHET,MANDALKOT,52,7,6,65
Almora,Ranikhet,TARIKHET,MANGCHAURA,48,31,5,84
Almora,Ranikhet,TARIKHET,MATELA,91,28,16,135
Almora,Ranikhet,TARIKHET,MATELA MANIHAR,33,12,2,47
Almora,Ranikhet,TARIKHET,MATILA,61,19,7,87
Almora,Ranikhet,TARIKHET,MAUNA,50,24,15,89
Almora,Ranikhet,TARIKHET,MEHALKHAND,25,6,3,34
Almora,Ranikhet,TARIKHET,MOVADI,70,33,14,117
Almora,Ranikhet,TARIKHET,MUSOLI,79,24,4,107
Almora,Ranikhet,TARIKHET,NAFAD,20,10,3,33
Almora,Ranikhet,TARIKHET,NAITI,32,8,4,44
Almora,Ranikhet,TARIKHET,NAUBA,27,15,1,43
Almora,Ranikhet,TARIKHET,NAUGAON-I,87,40,12,139
Almora,Ranikhet,TARIKHET,NAUGAON2,13,1,1,15
Almora,Ranikhet,TARIKHET,NAUGHAR,46,7,3,56
Almora,Ranikhet,TARIKHET,PAJINA,48,7,1,56
Almora,Ranikhet,TARIKHET,PAKHURA,17,9,6,32
Almora,Ranikhet,TARIKHET,PALINADOLI,20,4,2,26
Almora,Ranikhet,TARIKHET,PANDEKOTA,27,24,9,60
Almora,Ranikhet,TARIKHET,PANTKOTULI,51,20,6,77
Almora,Ranikhet,TARIKHET,PAPDA,40,17,5,62
Almora,Ranikhet,TARIKHET,PAPNEKOTHAR,92,23,6,121
Almora,Ranikhet,TARIKHET,PASTORAWAR,39,21,11,71
Almora,Ranikhet,TARIKHET,PILKHOLI,64,17,18,99
Almora,Ranikhet,TARIKHET,PIPALI,34,10,9,53
Almora,Ranikhet,TARIKHET,POKHARI,45,2,8,55
Almora,Ranikhet,TARIKHET,RATGAL,25,5,4,34
Almora,Ranikhet,TARIKHET,SAGNETI,80,18,8,106
Almora,Ranikhet,TARIKHET,SAINRI,21,5,1,27
Almora,Ranikhet,TARIKHET,SAJGODI,24,9,4,37
Almora,Ranikhet,TARIKHET,SAKHOLA,30,12,6,48
Almora,Ranikhet,TARIKHET,SALONI,28,15,6,49
Almora,Ranikhet,TARIKHET,SARNA,43,6,5,54
Almora,Ranikhet,TARIKHET,SAROLI,17,6,2,25
Almora,Ranikhet,TARIKHET,SAULA-I,44,11,2,57
Almora,Ranikhet,TARIKHET,SAULA-II,46,5,8,59
Almora,Ranikhet,TARIKHET,SAUNI,59,18,9,86
Almora,Ranikhet,TARIKHET,SAYUN MALLA,36,24,6,66
Almora,Ranikhet,TARIKHET,SHILANGI,54,14,5,73
Almora,Ranikhet,TARIKHET,SIMALDHAR,33,6,3,42
Almora,Ranikhet,TARIKHET,SIMOLI,42,20,8,70
Almora,Ranikhet,TARIKHET,SIWALI,38,6,5,49
Almora,Ranikhet,TARIKHET,SUNIAKOT,47,8,9,64
Almora,Ranikhet,TARIKHET,SURI,75,20,12,107
Almora,Ranikhet,TARIKHET,TADSWAD,22,10,3,35
Almora,Ranikhet,TARIKHET,TANA,53,6,11,70
Almora,Ranikhet,TARIKHET,TANAPANYALI,16,3,3,22
Almora,Ranikhet,TARIKHET,TARIJYULI,45,12,3,60
Almora,Ranikhet,TARIKHET,TARIKHET,25,30,9,64
Almora,Ranikhet,TARIKHET,TAURA,17,11,1,29
Almora,Ranikhet,TARIKHET,THAKULADI,25,7,3,35
Almora,Ranikhet,TARIKHET,TIMILA,40,8,2,50
Almora,Ranikhet,TARIKHET,TIPOLA,44,14,2,60
Almora,Ranikhet,TARIKHET,TUNAKOT,51,16,,67
Almora,Ranikhet,TARIKHET,UNI,46,19,3,68
Almora,Ranikhet,TARIKHET,UPARADI,46,28,7,81
Almora,Ranikhet,TARIKHET,VALNA,57,27,5,89
Almora,Ranikhet,TARIKHET,VISHALKOT,52,26,8,86
Almora,Salt,BHIKIASAIN,BAGADWAR,,,,0
Almora,Salt,BHIKIASAIN,BARIKOT,1,,,1
Almora,Salt,BHIKIASAIN,BAULI,,,,0
Almora,Salt,BHIKIASAIN,INAULI,,,,0
Almora,Salt,BHIKIASAIN,INDA,,,,0
Almora,Salt,BHIKIASAIN,KOTIYAG,,,,0
Almora,Salt,BHIKIASAIN,MATELA,,,,0
Almora,Salt,BHIKIASAIN,NAUGAON,,,,0
Almora,Salt,BHIKIASAIN,SAINSERA,1,,,1
Almora,Salt,BHIKIASAIN,SEEM,,,,0
Almora,Salt,BHIKIASAIN,SOONI,,,,0
Almora,Salt,BHIKIASAIN,THAPLA,,,,0
Almora,Salt,BHIKIASAIN,THIRAULI,,,,0
Almora,Salt,SULT,AASUTALE,43,6,3,52
Almora,Salt,SULT,ACHHARAUN,45,27,4,76
Almora,Salt,SULT,AJOLITALLI,58,17,5,80
Almora,Salt,SULT,AJOTIMALLI,41,16,2,59
Almora,Salt,SULT,BADKOTA,34,10,9,53
Almora,Salt,SULT,BAMANGAON,28,10,2,40
Almora,Salt,SULT,BAMAURA,48,4,5,57
Almora,Salt,SULT,BARAHLIA,39,23,6,68
Almora,Salt,SULT,BARAIT,25,14,2,41
Almora,Salt,SULT,BARKINDA,19,11,,30
Almora,Salt,SULT,BASEDI BASNAL,40,6,1,47
Almora,Salt,SULT,BASERABAGAD,26,10,4,40
Almora,Salt,SULT,BAUDMALLA,77,27,4,108
Almora,Salt,SULT,BAUDTALLA,42,27,4,73
Almora,Salt,SULT,BHAISKHET,9,9,1,19
Almora,Salt,SULT,BHAKARAKOT,31,10,2,43
Almora,Salt,SULT,BHAUNDANDA,79,24,10,113
Almora,Salt,SULT,BHAWALI,21,10,1,32
Almora,Salt,SULT,BHINE,32,13,3,48
Almora,Salt,SULT,BHITAKOT,32,9,,41
Almora,Salt,SULT,BHIYADI,94,27,12,133
Almora,Salt,SULT,BINAULI,46,16,5,67
Almora,Salt,SULT,BIRAL GAON,41,16,4,61
Almora,Salt,SULT,BODAKOT,61,15,7,83
Almora,Salt,SULT,BUNGIDHAR,27,2,2,31
Almora,Salt,SULT,CHAMAKANA,68,20,2,90
Almora,Salt,SULT,CHAMKANA ADHE,16,11,1,28
Almora,Salt,SULT,CHANCH,48,13,1,62
Almora,Salt,SULT,CHARIKYARI,100,17,12,129
Almora,Salt,SULT,CHAUNA,16,17,2,35
Almora,Salt,SULT,DABHARA,45,19,8,72
Almora,Salt,SULT,DABHARA SAURAL,65,37,3,105
Almora,Salt,SULT,DADHARIYA,56,16,5,77
Almora,Salt,SULT,DADHOLI,37,13,3,53
Almora,Salt,SULT,DANG,59,16,10,85
Almora,Salt,SULT,DANGULA,21,12,2,35
Almora,Salt,SULT,DANYURA,25,10,6,41
Almora,Salt,SULT,DARIMI,17,6,1,24
Almora,Salt,SULT,DEVAYAL,59,13,10,82
Almora,Salt,SULT,DHUNGAMOHAN,23,13,7,43
Almora,Salt,SULT,DHYORADI,16,4,1,21
Almora,Salt,SULT,DUGOLI,31,7,1,39
Almora,Salt,SULT,DUNGRA,49,11,4,64
Almora,Salt,SULT,DUNGRA (NAYA),5,3,,8
Almora,Salt,SULT,DUNGRI,42,22,1,65
Almora,Salt,SULT,DYONA,36,21,6,63
Almora,Salt,SULT,GADKOT MALLA,41,22,7,70
Almora,Salt,SULT,GAHANTIMLE,25,8,,33
Almora,Salt,SULT,GARKOT TALLA,38,2,1,41
Almora,Salt,SULT,GETHIYA,30,12,6,48
Almora,Salt,SULT,GHACHKOT,53,33,4,90
Almora,Salt,SULT,GHAGHLI,9,8,,17
Almora,Salt,SULT,GULAR,46,12,2,60
Almora,Salt,SULT,HARADATADIYAL,34,17,6,57
Almora,Salt,SULT,HARDA MAULEKHI,65,12,4,81
Almora,Salt,SULT,INLO,21,14,2,37
Almora,Salt,SULT,JAKH,118,47,11,176
Almora,Salt,SULT,JALIKHAN,32,22,3,57
Almora,Salt,SULT,JAMRIA,27,9,5,41
Almora,Salt,SULT,JASPUR TALLA,33,13,2,48
Almora,Salt,SULT,JASPURKOT,21,7,3,31
Almora,Salt,SULT,JHADGAON,48,11,3,62
Almora,Salt,SULT,JHEEPA,33,12,,45
Almora,Salt,SULT,JHIMAR,46,20,6,72
Almora,Salt,SULT,JIHAR,52,12,2,66
Almora,Salt,SULT,KAFALTA,65,19,1,85
Almora,Salt,SULT,KALIGAAR,36,8,3,47
Almora,Salt,SULT,KALIGAON,22,8,3,33
Almora,Salt,SULT,KANEKHALPATI,76,25,7,108
Almora,Salt,SULT,KANGADI,15,13,3,31
Almora,Salt,SULT,KARGET,44,13,6,63
Almora,Salt,SULT,KATRIYA,55,16,5,76
Almora,Salt,SULT,KHALYO,43,9,3,55
Almora,Salt,SULT,KHATAL GAON,42,19,8,69
Almora,Salt,SULT,KHATOLI,25,15,3,43
Almora,Salt,SULT,KHOLIYO KYARI,36,11,6,53
Almora,Salt,SULT,KHUMAD,80,34,10,124
Almora,Salt,SULT,KOOPI,27,3,2,32
Almora,Salt,SULT,KOTACHAMI,44,12,5,61
Almora,Salt,SULT,KOTALI MALLI,69,17,2,88
Almora,Salt,SULT,KOTALI TALLI,54,5,2,61
Almora,Salt,SULT,KOTHALGAON,38,20,2,60
Almora,Salt,SULT,KUNHIL SYOTARI,30,12,3,45
Almora,Salt,SULT,KUNIDHAR,67,29,5,101
Almora,Salt,SULT,LUHEDA,47,11,4,62
Almora,Salt,SULT,MACHHOR,71,17,7,95
Almora,Salt,SULT,MAGARO,50,25,3,78
Almora,Salt,SULT,MAINAKOT,55,26,2,83
Almora,Salt,SULT,MAITHANI,65,14,3,82
Almora,Salt,SULT,MAJGAON KANERA,22,9,4,35
Almora,Salt,SULT,MALIHARI,13,4,,17
Almora,Salt,SULT,MANHAIT,27,8,2,37
Almora,Salt,SULT,MANILA,12,3,1,16
Almora,Salt,SULT,MANULI,19,8,3,30
Almora,Salt,SULT,MASDIYA BANJ,32,6,3,41
Almora,Salt,SULT,MAULEKH,15,2,4,21
Almora,Salt,SULT,MAWALGAON,40,9,,49
Almora,Salt,SULT,MUNADA,33,4,,37
Almora,Salt,SULT,MUSAULI,15,5,1,21
Almora,Salt,SULT,NADOLI,39,19,3,61
Almora,Salt,SULT,NAGCHULA,46,16,3,65
Almora,Salt,SULT,NAGTALE,26,9,3,38
Almora,Salt,SULT,NAIKANA,43,27,7,77
Almora,Salt,SULT,NAINWALPALI,27,11,1,39
Almora,Salt,SULT,NANADKOTA,35,11,3,49
Almora,Salt,SULT,NEWALGAON -1,59,24,1,84
Almora,Salt,SULT,NEWALGAON-2,32,8,4,44
Almora,Salt,SULT,PAINSIYA,28,12,3,43
Almora,Salt,SULT,PANUWADHOKHAN,127,37,18,182
Almora,Salt,SULT,PATIACHAURA,41,8,,49
Almora,Salt,SULT,PINAKOT,75,21,2,98
Almora,Salt,SULT,PIPANA,44,11,1,56
Almora,Salt,SULT,POKHARI MALLI,64,19,4,87
Almora,Salt,SULT,POKHARI TALLI,37,12,5,54
Almora,Salt,SULT,PUNAKOT,32,17,7,56
Almora,Salt,SULT,PURIYA CHAURA,10,13,1,24
Almora,Salt,SULT,RAGADGAD,23,8,3,34
Almora,Salt,SULT,RANKOONA,40,13,1,54
Almora,Salt,SULT,RANTHAMAL,55,33,4,92
Almora,Salt,SULT,RIKWASI,58,14,4,76
Almora,Salt,SULT,RIWALI PALLI,42,15,,57
Almora,Salt,SULT,SABOLI RAUTELA,23,11,3,37
Almora,Salt,SULT,SAINMANUR,56,17,8,81
Almora,Salt,SULT,SAKANADA,43,15,4,62
Almora,Salt,SULT,SARUD,17,4,2,23
Almora,Salt,SULT,SAUKHATI,38,15,1,54
Almora,Salt,SULT,SEEMARISTINA,29,12,2,43
Almora,Salt,SULT,SYAHILAID,33,11,5,49
Almora,Salt,SULT,TARADI,57,19,6,82
Almora,Salt,SULT,TARAM,135,58,12,205
Almora,Salt,SULT,TARITUKNAULI,46,14,4,64
Almora,Salt,SULT,TAYA,66,20,11,97
Almora,Salt,SULT,THALA TADIYAL,63,10,3,76
Almora,Salt,SULT,THALMAD,23,4,3,30
Almora,Salt,SULT,THALTARAD,102,17,6,125
Almora,Salt,SULT,TITOLI,20,9,,29
Almora,Salt,SULT,TOLYUN,54,10,2,66
Almora,Salt,SULT,TOTAM,35,11,1,47
Almora,Salt,SULT,UJRAD,37,16,1,54
Almora,Salt,SYALDEY,AFAON,1,1,1,3
Almora,Salt,SYALDEY,ARADI BISHT,24,1,3,28
Almora,Salt,SYALDEY,ARADI RAJWAR,1,,,1
Almora,Salt,SYALDEY,BABLIA,1,3,,4
Almora,Salt,SYALDEY,BARANGAL,,,,0
Almora,Salt,SYALDEY,BAWADI KICHAR,9,1,2,12
Almora,Salt,SYALDEY,BISARKHET,18,,,18
Almora,Salt,SYALDEY,BURUSPANI,11,7,3,21
Almora,Salt,SYALDEY,CHACK KELANI,1,,1,2
Almora,Salt,SYALDEY,CHAKAR GAON,22,2,3,27
Almora,Salt,SYALDEY,CHANTHARKHANI,1,,,1
Almora,Salt,SYALDEY,CHICHAON,14,2,,16
Almora,Salt,SYALDEY,DUDHORIBIRKHAL,13,,2,15
Almora,Salt,SYALDEY,DUNGARI,2,,,2
Almora,Salt,SYALDEY,GAJAR,4,,3,7
Almora,Salt,SYALDEY,GHANYAL,16,1,,17
Almora,Salt,SYALDEY,GOGANYAN VASISEEM,19,3,1,23
Almora,Salt,SYALDEY,GUDLEKH,14,4,1,19
Almora,Salt,SYALDEY,GUMTI,7,,1,8
Almora,Salt,SYALDEY,GWALI,6,,,6
Almora,Salt,SYALDEY,IKKURAULA,30,6,1,37
Almora,Salt,SYALDEY,JAIKHAL,,,,0
Almora,Salt,SYALDEY,JASPUR,,,,0
Almora,Salt,SYALDEY,JUNIA,13,,3,16
Almora,Salt,SYALDEY,KAFAL GAON,44,2,1,47
Almora,Salt,SYALDEY,KALJHIPA JOSHI,,,,0
Almora,Salt,SYALDEY,KALJHIPA RAJWAR,11,3,1,15
Almora,Salt,SYALDEY,KANARITHAUD,20,,,20
Almora,Salt,SYALDEY,KHARKU BHANARIA,6,3,,9
Almora,Salt,SYALDEY,KHATALGAON,2,3,,5
Almora,Salt,SYALDEY,KULANTESWAR,5,,2,7
Almora,Salt,SYALDEY,KUSIACHAUN,19,3,,22
Almora,Salt,SYALDEY,MAGRUKHAL,22,3,9,34
Almora,Salt,SYALDEY,MAHAROLI MALLI,21,3,2,26
Almora,Salt,SYALDEY,MAHAROLI TALLI,3,,,3
Almora,Salt,SYALDEY,MASMOLI,14,2,1,17
Almora,Salt,SYALDEY,MATKHANI,32,8,10,50
Almora,Salt,SYALDEY,METALA MALLA,1,,,1
Almora,Salt,SYALDEY,MUNANI,,,,0
Almora,Salt,SYALDEY,NAIL,32,5,2,39
Almora,Salt,SYALDEY,NAUGAON,4,3,,7
Almora,Salt,SYALDEY,OKHALYON,2,,,2
Almora,Salt,SYALDEY,ROTAPANI,,,,0
Almora,Salt,SYALDEY,RUDHOLI,23,3,3,29
Almora,Salt,SYALDEY,SARAIKHET,66,8,7,81
Almora,Salt,SYALDEY,SIMGAON,12,,,12
Almora,Salt,SYALDEY,SYALDE BLANK,23,2,,25
Almora,Salt,SYALDEY,TOLBUDHANI,4,1,2,7
Almora,Salt,TARIKHET,BAINA-I,,,,0
Almora,Salt,TARIKHET,KARAKOT,,,,0
Almora,Salt,TARIKHET,NAUBA,1,,,1
Almora,Salt,TARIKHET,PAPNEKOTHAR,,,,0
Almora,Salt,TARIKHET,SAJGODI,1,,,1
Almora,Someshwar,HAWALBAG,BADYUDA,34,3,1,38
Almora,Someshwar,HAWALBAG,BALSA,4,,2,6
Almora,Someshwar,HAWALBAG,BEH,17,3,3,23
Almora,Someshwar,HAWALBAG,BHAATGAADMAAFI,8,,,8
Almora,Someshwar,HAWALBAG,BHANARAGAON,6,,2,8
Almora,Someshwar,HAWALBAG,BHATNAYALJULA,22,4,2,28
Almora,Someshwar,HAWALBAG,DARIMKHOLA,8,1,,9
Almora,Someshwar,HAWALBAG,GWALKOT,23,3,2,28
Almora,Someshwar,HAWALBAG,JYULA,14,5,2,21
Almora,Someshwar,HAWALBAG,KANALBUNGA,28,,2,30
Almora,Someshwar,HAWALBAG,KASUN,,,,0
Almora,Someshwar,HAWALBAG,MAIGDI,18,,,18
Almora,Someshwar,HAWALBAG,MANAO,,,,0
Almora,Someshwar,HAWALBAG,MEHALA,12,,1,13
Almora,Someshwar,HAWALBAG,NAINOLI,15,2,2,19
Almora,Someshwar,HAWALBAG,PILKHA,,,,0
Almora,Someshwar,HAWALBAG,POKHARI,35,6,1,42
Almora,Someshwar,HAWALBAG,RANKHILA,,,,0
Almora,Someshwar,HAWALBAG,SAKAR,11,2,,13
Almora,Someshwar,HAWALBAG,SAKNIYAKOT,13,,1,14
Almora,Someshwar,HAWALBAG,SYUNARAKOT,16,4,,20
Almora,Someshwar,HAWALBAG,THAPANIYA,33,4,6,43
Almora,Someshwar,HAWALBAG,TILAURA,25,1,3,29
Almora,Someshwar,HAWALBAG,USKONA,5,,3,8
Almora,Someshwar,TAKULA,ADHURIYA,31,7,2,40
Almora,Someshwar,TAKULA,AGAR RAULKUDI,31,18,8,57
Almora,Someshwar,TAKULA,AIROLI,,,,0
Almora,Someshwar,TAKULA,AJHORA,40,28,8,76
Almora,Someshwar,TAKULA,AMKHOLI,7,7,1,15
Almora,Someshwar,TAKULA,ARJUNRATH,43,16,7,66
Almora,Someshwar,TAKULA,BACHHURADI,72,15,4,91
Almora,Someshwar,TAKULA,BADGAON,35,16,4,55
Almora,Someshwar,TAKULA,BAIGANIA,33,17,4,54
Almora,Someshwar,TAKULA,BAJEL,47,17,16,80
Almora,Someshwar,TAKULA,BALE,71,27,15,113
Almora,Someshwar,TAKULA,BAMANIGAR,22,13,8,43
Almora,Someshwar,TAKULA,BANAUDA,28,16,3,47
Almora,Someshwar,TAKULA,BASOLI,6,9,1,16
Almora,Someshwar,TAKULA,BAYALAKHALSA,55,28,10,93
Almora,Someshwar,TAKULA,BHAISADGAON,34,18,6,58
Almora,Someshwar,TAKULA,BHAISORI,15,5,,20
Almora,Someshwar,TAKULA,BHAKUNA,14,20,5,39
Almora,Someshwar,TAKULA,BHANARATH,22,3,5,30
Almora,Someshwar,TAKULA,BHATTGAON,1,6,,7
Almora,Someshwar,TAKULA,BHAVRI,24,12,12,48
Almora,Someshwar,TAKULA,BHETA,44,19,4,67
Almora,Someshwar,TAKULA,BUNGA,53,29,6,88
Almora,Someshwar,TAKULA,CHANAULI,30,13,3,46
Almora,Someshwar,TAKULA,CHAURA,48,24,8,80
Almora,Someshwar,TAKULA,CHHANILWESAL,118,50,26,194
Almora,Someshwar,TAKULA,DAUNI,54,12,6,72
Almora,Someshwar,TAKULA,DHAULARA,34,19,19,72
Almora,Someshwar,TAKULA,DIGRA,43,27,10,80
Almora,Someshwar,TAKULA,DOTIYALGAON,12,23,9,44
Almora,Someshwar,TAKULA,DUMADGAON,42,16,4,62
Almora,Someshwar,TAKULA,GOLNE,22,7,4,33
Almora,Someshwar,TAKULA,GURUDA,74,40,6,120
Almora,Someshwar,TAKULA,JAICHOLI,40,21,4,65
Almora,Someshwar,TAKULA,JAKHASAUD,4,4,2,10
Almora,Someshwar,TAKULA,JALDHAULAR,31,13,2,46
Almora,Someshwar,TAKULA,JEETAP,32,7,5,44
Almora,Someshwar,TAKULA,JHIJHAD,11,7,2,20
Almora,Someshwar,TAKULA,KAKRAR,32,8,12,52
Almora,Someshwar,TAKULA,KANDEY,23,20,7,50
Almora,Someshwar,TAKULA,KANTLI,72,31,11,114
Almora,Someshwar,TAKULA,KHARISUNAR,35,21,6,62
Almora,Someshwar,TAKULA,KHIRAKOT,73,33,7,113
Almora,Someshwar,TAKULA,KIRADA,5,2,3,10
Almora,Someshwar,TAKULA,LADYUDA,53,24,11,88
Almora,Someshwar,TAKULA,LAKHANADI,62,35,19,116
Almora,Someshwar,TAKULA,LOD,31,12,5,48
Almora,Someshwar,TAKULA,MAJHERAMAFI,12,5,5,22
Almora,Someshwar,TAKULA,MALA,52,25,11,88
Almora,Someshwar,TAKULA,MALAUNJ,36,14,3,53
Almora,Someshwar,TAKULA,MALLAKHOLI,25,25,8,58
Almora,Someshwar,TAKULA,MAVE,23,6,5,34
Almora,Someshwar,TAKULA,NAIDHOL,12,8,5,25
Almora,Someshwar,TAKULA,NAIKANA,27,8,1,36
Almora,Someshwar,TAKULA,NAKOT,54,13,7,74
Almora,Someshwar,TAKULA,NIRAI,32,14,10,56
Almora,Someshwar,TAKULA,OLIAGAON,3,,3,6
Almora,Someshwar,TAKULA,PACHCHISI,44,25,8,77
Almora,Someshwar,TAKULA,PADOLIA,63,21,13,97
Almora,Someshwar,TAKULA,PALYUDA,43,39,10,92
Almora,Someshwar,TAKULA,PAYAN,31,16,6,53
Almora,Someshwar,TAKULA,POKHARI,18,6,1,25
Almora,Someshwar,TAKULA,QWERALI,43,26,7,76
Almora,Someshwar,TAKULA,RAIT,19,18,7,44
Almora,Someshwar,TAKULA,RAMELA DUNGRI,33,16,6,55
Almora,Someshwar,TAKULA,RASYARAGAON,31,21,5,57
Almora,Someshwar,TAKULA,ROLYANAGUNTH,68,19,10,97
Almora,Someshwar,TAKULA,SATRASI ARADIYA,44,14,8,66
Almora,Someshwar,TAKULA,SHAIL,33,27,5,65
Almora,Someshwar,TAKULA,SIMKHOLA,43,11,9,63
Almora,Someshwar,TAKULA,SONKOTALI,21,13,8,42
Almora,Someshwar,TAKULA,SUNADI,56,24,14,94
Almora,Someshwar,TAKULA,SUNOLI,37,28,3,68
Almora,Someshwar,TAKULA,SUPAKOT,29,26,13,68
Almora,Someshwar,TAKULA,TAKULA BLANK,11,5,3,19
Almora,Someshwar,TAKULA,TANA SAJOLI,41,22,17,80
Almora,Someshwar,TAKULA,TITAKOT,19,9,6,34
Almora,Someshwar,TAKULA,UTRAURA GHURDAURA,46,13,6,65
